index_x,artist,song,tag,Lyric,tag_2,True_end_lyrics,index_y,Generated Lyrics,Original Lyrics,Generated_eval,Original_eval,Generated_punct,Original_punct,Generated_coherence,Generated_musicality,Generated_quality,Original_coherence,Original_musicality,Original_quality,Generated_mean,Original_mean
497,Julia Michaels,Heaven,[Chorus],"No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic,",[Chorus],"it's just what they do They say, ""All good boys go to Heaven"" But bad boys bring heaven to you",403,"No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic, right? ""They got it for you"" They always say, ""Baby, baby, baby, baby, baby, baby, baby""
I...","No need to imagine 'cause I know it's true They say, ""All good boys go to Heaven"" But bad boys bring heaven to you It's automatic, it's just what they do They say, ""All good boys go to Heaven"" But bad boys bring heaven to you","coherence: 8/10 (The lyrics have a clear message and follow a logical sequence.)
musicality: 9/10 (The repeated use of the word ""baby"" in the chorus creates a catchy and melodic rhythm.)
quality: 7/10 (The lyrics are simple and may not be considered deep or complex, but they effectively convey the message of the song.)","coherence: 9/10 (The theme of the lyrics is clear and consistent throughout the chorus)
musicality: 8/10 (The melody and rhythm of the chorus are catchy and engaging)
quality: 7/10 (The lyrical content is simple but effective, and the production quality is decent)","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",8.0,9.0,7.0,9.0,8.0,7.0,8.0,8.0
178,Camila Cabello,Havana,[Verse 1: Camila Cabello & Pharrell Williams],"He didn't walk up with that ""how you doin'?"" (Uh) When he came in the room He said there's a lot of girls I can do with (Uh) But I can't without you I knew him forever in a minute",[Verse],(Hey) That summer night in June And papa says he got malo in him (Uh) He got me feelin' like...,144,"He didn't walk up with that ""how you doin'?"" (Uh) When he came in the room He said there's a lot of girls I can do with (Uh) But I can't without you I knew him forever in a minute
I've been a warrior since he was on TV (Uh) and we have friends
I'll make my own movies, but what are you...","He didn't walk up with that ""how you doin'?"" (Uh) When he came in the room He said there's a lot of girls I can do with (Uh) But I can't without you I knew him forever in a minute (Hey) That summer night in June And papa says he got malo in him (Uh) He got me feelin' like...","Coherence: 8/10 (The lyrics follow a logical progression and create a clear narrative.)
Musicality: 7/10 (The rhythm and flow of the verse are catchy, but there's no specific melody mentioned in the example.)
Quality: 9/10 (The use of metaphors, alliteration, and rhyme adds to the overall quality of the verse.)","coherence: 8/10 (The lyrics follow a logical and understandable sequence)
musicality: 7/10 (The rhythm and flow of the lyrics fit well with the melody)
quality: 9/10 (The lyrics are well-written and convey emotion effectively)

Note: These scores are subjective and based on my interpretation of the given verse. Different listeners may have varying opinions.","{'Coherence': (8.0, 10.0), 'Musicality': (7.0, 10.0), 'Quality': (9.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}",-10.0,-10.0,-10.0,8.0,7.0,9.0,-10.0,8.0
255,DJ Khaled,Shining,[Refrain: Beyoncé],Money don't make me happy (make me happy) And a fella can't make me fancy,[Refrain],(make me fancy) We smilin' for a whole 'nother reason (whole 'nother reason) It's all smiles through all four seasons,214,Money don't make me happy (make me happy) And a fella can't make me fancy (make me fancy) And I just need to know you can make me feel good...,Money don't make me happy (make me happy) And a fella can't make me fancy (make me fancy) We smilin' for a whole 'nother reason (whole 'nother reason) It's all smiles through all four seasons,"coherence: 10/10 - The lyrics clearly express the theme of the song and each line logically follows the previous one.
musicality: 8/10 - The melody of the refrain is catchy and fits well with the lyrics.
quality: 9/10 - The lyrics are well-written and the rhyme scheme is effective, making for a high-quality refrain.","coherence: 9/10 (The lyrics follow a clear and consistent theme)
musicality: 8/10 (The melody fits well with the lyrics and has a catchy rhythm)
quality: 7/10 (The simplicity of the lyrics and melody is effective but may lack complexity)

Note: These scores are subjective and can vary depending on personal preferences and interpretations.","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",10.0,8.0,9.0,9.0,8.0,7.0,9.0,8.0
554,Kelly Clarkson,It’s Quiet Uptown,[Verse 3],There are moments that the words don't reach There's a grace too powerful to name We push away what we could never understand We push away the unimaginable They are standing in the garden,[Verse],"Standing there side by side She takes his hand It's quiet uptown Forgiveness, can you imagine? Forgiveness, can you imagine?",449,"There are moments that the words don't reach There's a grace too powerful to name We push away what we could never understand We push away the unimaginable They are standing in the garden That can only be trusted.

(26) Saint St. Paul

""I stand by my friend and remember her until I die""...","There are moments that the words don't reach There's a grace too powerful to name We push away what we could never understand We push away the unimaginable They are standing in the garden Standing there side by side She takes his hand It's quiet uptown Forgiveness, can you imagine? Forgiveness, can you imagine?","coherence: 9/10 (The sentence is clear and conveys a strong emotional message)
musicality: 7/10 (The lyrics have a good flow and rhythm, but they don't stand out musically)
quality: 8/10 (The line is simple but powerful and fits well within the context of a pop song)","coherence: 9/10 (The verse follows a logical and consistent narrative)
musicality: 8/10 (The rhyme scheme and rhythm add to the overall musicality)
quality: 9/10 (The use of metaphor and imagery adds depth and meaning to the lyrics)

Overall score: 8.6/10","{'coherence': (9.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}",9.0,7.0,8.0,9.0,8.0,9.0,8.0,8.666666666666666
26,Alec Benjamin,The Knife in my Back,[Chorus],Pull your knife out of my back Your blood runs black I was just surprised at how you turned on me so fast I let you in I held you,[Chorus],close My blood flows like a river 'cause I trusted you the most And now I know it's over (Woo-ooh-ah-oooh),21,"Pull your knife out of my back Your blood runs black I was just surprised at how you turned on me so fast I let you in I held you back
I knew you would just be back for me
Baby I'd know if you let me in
Your lips are thin and you look at...",Pull your knife out of my back Your blood runs black I was just surprised at how you turned on me so fast I let you in I held you close My blood flows like a river 'cause I trusted you the most And now I know it's over (Woo-ooh-ah-oooh),"coherence: 8/10 (The lyrics follow a clear narrative and convey a sense of betrayal and longing.)
musicality: 7/10 (The melody and rhythm of the chorus are catchy and suited to a pop song.)
quality: 9/10 (The lyrics are well-written and convey emotion effectively.)

However, please note that these ratings are subjective and can vary based on personal preferences and musical taste.","Coherence: 8/10 (The lyrics tell a clear and consistent story of betrayal.)
Musicality: 9/10 (The melody and rhythm complement the emotional content of the lyrics.)
Quality: 7/10 (The use of rhyme and meter is good, but the language could be more poetic.)

Of this chorus from the pop song ""Pull Your Knife Out of My Back"" by an unknown artist.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'Coherence': (8.0, 10.0), 'Musicality': (9.0, 10.0), 'Quality': (7.0, 10.0)}",8.0,7.0,9.0,-10.0,-10.0,-10.0,8.0,-10.0
780,Phil Collins,You’ll Be In My Heart,[Verse 1],Come stop your crying It will be alright Just take my hand Hold it tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold,[Verse],you Keep you safe and warm This bond between us Can't be broken I will be here Don't you cry,625,Come stop your crying It will be alright Just take my hand Hold it tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold you Tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold...,Come stop your crying It will be alright Just take my hand Hold it tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold you Keep you safe and warm This bond between us Can't be broken I will be here Don't you cry,"coherence: 10/10 (The lyrics follow a clear and consistent theme of comfort and protection.)
musicality: 8/10 (The repetition of phrases creates a catchy melody, but the lack of complex rhyme scheme may detract from musicality for some.)
quality: 9/10 (The lyrics are well-written and emotionally resonant. The simple, straightforward language may not be as impressive as more complex lyrics, but it effectively conveys the intended message.)","coherence: 9/10 (The lyrics follow a clear and logical theme of comfort and reassurance)
musicality: 8/10 (The melody and rhythm provide a soothing and catchy accompaniment to the lyrics)
quality: 7/10 (The simplicity of the lyrics and melody may not be particularly innovative or groundbreaking, but they are well-executed and effective in conveying the desired emotion)","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",10.0,8.0,9.0,9.0,8.0,7.0,9.0,8.0
604,Lil Nas X,C7osure (You Like),[Chorus],"True say, I want and I need To let go, use my time to be free It's like it's always what you like It's",[Chorus],"always what you like Why it's always what you like? It's always what you like, uh You might also like",491,"True say, I want and I need To let go, use my time to be free It's like it's always what you like It's always what you want, ain't it? My faith in life, my love, my prayer, my hope, my hope, never fail To not...","True say, I want and I need To let go, use my time to be free It's like it's always what you like It's always what you like Why it's always what you like? It's always what you like, uh You might also like","coherence: 8/10 - The lyrics follow a clear theme of wanting to be free and expressing faith, love, and hope.
musicality: 7/10 - The melody and rhythm of the chorus are catchy but could benefit from more variation.
quality: 6/10 - The lyrics themselves are not particularly original or profound, but they effectively convey the message of the song.","coherence: 8/10 (The lyrics follow a clear theme of wanting to let go and be free, with a repetitive and consistent message)
musicality: 7/10 (The melody fits the lyrics well, but it could be more memorable or catchy)
quality: 6/10 (The production is decent, but there could be better instrumentation or arrangement choices to enhance the song)

Overall score: 21/30 or 7/10.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0), 'score': (21.0, 30.0)}",8.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0
44,Anne-Marie,Bad Girlfriend,[Verse 1],"You cancel plans for me, I cancel ours on you Say I'd be back early, I don't get in 'til 2",[Verse],"You ask me where I've been, I tell you something vague Think I messed up again, what can I say?",35,"You cancel plans for me, I cancel ours on you Say I'd be back early, I don't get in 'til 2 a.m.?
Renter: Why?
Renter: Oh, I get a feeling
Renter: Look how empty you were
...","You cancel plans for me, I cancel ours on you Say I'd be back early, I don't get in 'til 2 You ask me where I've been, I tell you something vague Think I messed up again, what can I say?","coherence: 8/10 (The lyrics convey a clear theme of a relationship going sour and the singer expressing disappointment and frustration.)

musicality: 7/10 (The melody and rhythm of the verse are catchy and fit the theme, but it could be more memorable.)

quality: 6/10 (The lyrics are well-written but the verse could benefit from more depth or originality to make it truly stand out.)","coherence: 8/10 (The lyrics follow a clear theme of a broken relationship.)
musicality: 7/10 (The rhythm and melody of the verse are catchy and fitting.)
quality: 8/10 (The use of rhyme and poetic language adds to the overall quality of the verse.)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}",8.0,7.0,6.0,8.0,7.0,8.0,7.0,7.666666666666667
626,Little Mix,"Secret Love Song, Pt. II",[Chorus: Perrie],Why can't you hold me in the street? Why can't I kiss you on the dance floor? I wish that it could be like that Why can't we be like that? 'Cause I'm yours Why can't I say that I'm in love? I wanna shout it,[Chorus],from the rooftops I wish that it could be like that Why can't we be like that? 'Cause I'm yours,501,Why can't you hold me in the street? Why can't I kiss you on the dance floor? I wish that it could be like that Why can't we be like that? 'Cause I'm yours Why can't I say that I'm in love? I wanna shout it out Why can't I hold you in the street? Why can't I kiss you on the dance floor? 'Cause I'm yours Why can't...,Why can't you hold me in the street? Why can't I kiss you on the dance floor? I wish that it could be like that Why can't we be like that? 'Cause I'm yours Why can't I say that I'm in love? I wanna shout it from the rooftops I wish that it could be like that Why can't we be like that? 'Cause I'm yours,"coherence: 9/10 (The lyrics express a clear theme of desire and longing)
musicality: 8/10 (The melody complements the lyrics well and the rhythm is catchy)
quality: 7/10 (The production quality is decent but could be improved in areas such as the instrumental background)","coherence: 9/10 (The lyrics follow a clear theme of longing and desire, and the repetition of the question ""Why can't we be like that?"" creates a strong sense of consistency throughout the chorus.)

musicality: 8/10 (The melody is catchy and fits well with the lyrics, but some elements could be more refined to enhance the overall musicality of the chorus.)

quality: 7/10 (The production quality is decent, but there are some areas where it could be improved, such as the mixing and mastering. However, the simplicity of the arrangement allows the focus to remain on the lyrics and melody.)","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0
194,Charli XCX,Gone,[Verse 1: Charli XCX],"I have to go, I'm so sorry, but it feels so cold in here I am just now realizing they don't care I try",[Verse],"real hard, but I'm caught up by my insecurities Pour me one more, watch the ice melt in my fist",159,"I have to go, I'm so sorry, but it feels so cold in here I am just now realizing they don't care I try my best to leave. We both need to be a part of this world again and I will leave with a promise that they'll all have someone who...","I have to go, I'm so sorry, but it feels so cold in here I am just now realizing they don't care I try real hard, but I'm caught up by my insecurities Pour me one more, watch the ice melt in my fist","coherence: 8/10 (The verse follows a logical progression of thought and the meaning is clear)
musicality: 7/10 (The verse has a catchy melody and rhythm that is typical of pop music)
quality: 9/10 (The verse contains strong emotional language and relatable themes, making it high-quality pop songwriting)","coherence: 8/10 (The lyrics convey a clear message about the speaker's emotions and actions)
musicality: 7/10 (The melody and rhythm of the verse are catchy and well-suited to the lyrics)
quality: 8/10 (The use of poetic language and imagery adds to the overall quality of the verse)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}",8.0,7.0,9.0,8.0,7.0,8.0,8.0,7.666666666666667
668,Maroon 5,Cold,[Verse 1: Adam Levine],Are we taking time or a time out? I can't take the in-between Asking me for space here in my house You know how to fuck with me Acting like we're not,[Verse],together After everything that we've been through Sleeping up under the covers How am I so far away from you?,536,"Are we taking time or a time out? I can't take the in-between Asking me for space here in my house You know how to fuck with me Acting like we're not my friends to be with you (Laughs)
(Laughs)
(Laughs)
And then I don't have to take my time with you...",Are we taking time or a time out? I can't take the in-between Asking me for space here in my house You know how to fuck with me Acting like we're not together After everything that we've been through Sleeping up under the covers How am I so far away from you?,"coherence: 7/10 (The lyrics follow a clear pattern and convey a message, but the repeated use of the word ""laughs"" and inconsistent grammar detracts slightly from the coherence.)

musicality: 8/10 (The lyrics fit well with the rhythm and melody of a typical pop song, with a clear and catchy flow.)

quality: 6/10 (The content of the lyrics is somewhat mundane and does not particularly stand out in terms of creativity or depth. However, the use of repetition and rhyme adds to the overall musicality.)

Overall score: 6.4/10. While the lyrics are musically sound and fit well with the rhythm and melody of a pop song, they do not particularly stand out in terms of creativity or depth. The use of repeated ""laughs"" and inconsistent grammar detracts slightly from the coherence.","coherence: 8/10 (The lyrics convey a clear message about the speaker's emotional state and their issues in a relationship.)

musicality: 7/10 (The melody and rhythm of the verse are catchy and help to emphasize the emotional content of the lyrics.)

quality: 8/10 (The use of strong language and raw emotion in the lyrics adds to the overall impact of the verse, while the melody and production values are also solid.)","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}",7.0,8.0,6.0,8.0,7.0,8.0,7.0,7.666666666666667
92,Bazzi,Why?,[Chorus],Tell me why do,[Chorus],"you still love me Why do you love me? You know you shouldn't love me Yeah, you still love me",77,"Tell me why do you feel that way?
|[Chorus]|-Cause you are lonely.
Oh, the birds, the mice, the worms....","Tell me why do you still love me Why do you love me? You know you shouldn't love me Yeah, you still love me","Coherence: 8/10 (The lyrics follow a clear theme and are easy to understand.)
Musicality: 9/10 (The melody fits well with the lyrics and enhances their emotional impact.)
Quality: 7/10 (The use of imagery in the lyrics adds depth and interest, but there's room for more refinement in the language.)

Overall score: 24/30 (Coherence + Musicality + Quality)

This chorus demonstrates a good balance of coherence, musicality, and quality. The lyrics are clear, the melody is catchy, and there are elements of poetic language that add depth to the overall quality of the chorus.","coherence: 9/10 (The lyrics follow a clear and consistent theme of questioning why someone continues to love someone they maybe shouldn't.)
musicality: 8/10 (The melody and rhythm of the chorus are catchy and suitable for a pop song.)
quality: 7/10 (The lyrics are simple but effective, and the melody is memorable, but there may not be anything particularly innovative or groundbreaking about this chorus.)","{'Coherence': (8.0, 10.0), 'Musicality': (9.0, 10.0), 'Quality': (7.0, 10.0), 'score': (24.0, 30.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",-10.0,-10.0,-10.0,9.0,8.0,7.0,-10.0,8.0
481,Jessie J,Do It Like A Dude,[Breakdown],"I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like",[Breakdown],"you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you",390,"I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like a real father fuck off and make me wait until they come out in public Posted by Athanasius

on Grinding Gear Games...","I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you","I'm an AI language model and I don't have the ability to listen to or evaluate the given text as a pop song. However, I can provide an imaginary evaluation based on the given lyrics alone. Please keep in mind that this evaluation is subjective and does not represent an official or objective assessment.

coherence: 3/10 - The lyrics seem disjointed and lack a clear theme or message.
musicality: 5/10 - The rhythm of the lyrics could potentially fit within a pop song structure, but the meaning behind the words is unclear.
quality: 2/10 - The use of explicit language and crude imagery may not be considered high quality or appealing to a wide audience.

Again, this evaluation is based on the given lyrics alone and should not be considered a definitive assessment of the song's merit.","coherence: 8/10 (The lyrics follow a clear and repetitive pattern)
musicality: 7/10 (The simple and catchy melody matches well with the lyrics)
quality: 5/10 (The lyrical content may not be considered high-quality or sophisticated)","{'coherence': (3.0, 10.0), 'musicality': (5.0, 10.0), 'quality': (2.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (5.0, 10.0)}",3.0,5.0,2.0,8.0,7.0,5.0,3.3333333333333335,6.666666666666667
603,Lil Nas X,C7osure (You Like),[Verse],"Brand new places I'll choose and I'll go, I know Embracin' this news I behold unfolding I know, I know, I know it don't feel like it's time But I look back at this moment, I'll see that I'm fine I know, I",[Verse],"know, I know it don't feel like it's time I set boundaries for myself, it's time to cross the line",490,"Brand new places I'll choose and I'll go, I know Embracin' this news I behold unfolding I know, I know, I know it don't feel like it's time But I look back at this moment, I'll see that I'm fine I know, I know it don't feel like it's time...","Brand new places I'll choose and I'll go, I know Embracin' this news I behold unfolding I know, I know, I know it don't feel like it's time But I look back at this moment, I'll see that I'm fine I know, I know, I know it don't feel like it's time I set boundaries for myself, it's time to cross the line","coherence: 9/10 (The lyrics follow a logical and consistent theme.)
musicality: 8/10 (The repetition of ""I know"" creates a catchy and memorable melody.)
quality: 7/10 (The lyrics are simple and straightforward, but they effectively convey a message.)","coherence: 8/10 (The lyrics follow a clear and understandable narrative)
musicality: 7/10 (The melody and rhythm provide a decent backdrop for the lyrics)
quality: 9/10 (The use of repetition and rhyme adds to the overall strength of the verse)","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}",9.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0
439,Jason Mraz,Unlonely,[Pre-Chorus],When the table's set for two And there's nobody with you Seeing movies,[Pre-Chorus],by yourself Let me be your someone else See Jason Mraz LiveGet tickets as low as $53You might also like,356,"When the table's set for two And there's nobody with you Seeing movies you want to watch, always, always Tell me what's on the menu!


Back to back episodes | OO | '93...",When the table's set for two And there's nobody with you Seeing movies by yourself Let me be your someone else See Jason Mraz LiveGet tickets as low as $53You might also like,"coherence 10/10
musicality 7/10
quality 8/10

The lyrics in the given pre-chorus have a clear and consistent theme, making the coherence score high. Musically, the melody and rhythm fit well within the context of a pop song, but there is room for improvement in terms of originality and memorability. The quality score reflects the clear enunciation and understandability of the lyrics, as well as their overall presentation within the song.","coherence 9/10 (lyrics follow a logical progression and relate to the theme of the song)
musicality 8/10 (melody is catchy and fits the lyrics well)
quality 7/10 (production could be improved with better instrumentation and mixing)

of this [Pre-Chorus] in the example you provided. Please note that these ratings are subjective and can vary depending on personal preferences.",{},{},-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
127,Black Eyed Peas,Let’s Get Retarded,"[Post-Chorus: apl.de.ap, will.i.am, Fergie]","(And the bass keeps runnin', runnin' and runnin', runnin') C'mon y'all, let's get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in",[Post-Chorus],"here (Oh, oh, oh) Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya",109,"(And the bass keeps runnin', runnin' and runnin', runnin') C'mon y'all, let's get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get...","(And the bass keeps runnin', runnin' and runnin', runnin') C'mon y'all, let's get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here (Oh, oh, oh) Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya","coherence: 7/10 (The repetition of the phrase ""let's get coo-koo"" and ""wild out"" is clear and consistent, but the meaning behind the phrase ""get coo-koo"" may not be immediately apparent to some listeners)
musicality: 8/10 (The repetition and call-and-response nature of the lyric contributes to the musicality of the post-chorus and fits well with the rhythm of the music)
quality: 8/10 (The post-chorus is catchy and memorable, and the use of repetition effectively builds energy and excitement in the song)","coherence: 7/10 (The repetition of ""let's get coo-koo"" and ""wild out"" has a clear message, but the use of ""coo-koo"" and ""wild out"" may not be clear to some listeners without prior context)

musicality: 8/10 (The repetition creates a catchy rhythm and the use of the ""oh, oh, oh"" adds musicality)

quality: 6/10 (The use of the word ""coo-koo"" and the repetition may not be considered high-quality lyrically, but the musicality and rhythm make up for it)","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}",7.0,8.0,8.0,7.0,8.0,6.0,7.666666666666667,7.0
296,Dua Lipa,Levitating,[Pre-Chorus],You,[Pre-Chorus],"want me, I want you, baby My sugarboo, I'm levitating The Milky Way, we're renegading Yeah, yeah, yeah, yeah, yeah",251,"You also know that the most prominent face of the collection is ""Grundy,"" a great-great-great-great-great-great-...","You want me, I want you, baby My sugarboo, I'm levitating The Milky Way, we're renegading Yeah, yeah, yeah, yeah, yeah","I'm an AI language model and I can't listen to or evaluate music directly. The text you provided is not related to a pop song pre-chorus or any musical composition. Therefore, I cannot provide a score for coherence, musicality, or quality based on that text.

To evaluate a musical composition, one would typically listen to it carefully and assess its various aspects such as melody, harmony, rhythm, lyrics, production quality, and overall coherence. This is something that humans with expertise in music can do, but it goes beyond the capabilities of a text-based AI model.","coherence: 8/10 (The lyrics follow a consistent theme of desire and attraction)
musicality: 9/10 (The repeated ""yeah, yeah, yeah"" adds a catchy rhythm to the pre-chorus)
quality: 7/10 (The lyrics are simple but effective in conveying the theme)",{},"{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}",-10.0,-10.0,-10.0,8.0,9.0,7.0,-10.0,8.0
383,Halsey,Bad at Love,[Chorus],You know I'm bad at love (Ooh-ooh) But you can't blame me for tryin' You know I'd be lyin',[Chorus],sayin' You were the one (Ooh-ooh) That could finally fix me Lookin' at my history I'm bad at love (Ooh-ooh),313,"You know I'm bad at love (Ooh-ooh) But you can't blame me for tryin' You know I'd be lyin' away without you'
I can't be anywhere but where I come from
Who wouldn't need a boy to be her love?
And I...",You know I'm bad at love (Ooh-ooh) But you can't blame me for tryin' You know I'd be lyin' sayin' You were the one (Ooh-ooh) That could finally fix me Lookin' at my history I'm bad at love (Ooh-ooh),"coherence: 8/10 (The lyrics express a clear theme of longing and the speaker's inability to be without the person they love.)

musicality: 7/10 (The melody is catchy and the rhythm flows well with the lyrics.)

quality: 9/10 (The lyrics are well-written and the melody complements them, making for a high-quality chorus.)","coherence: 9/10 (The lyrics in this chorus follow a clear and consistent theme of the speaker acknowledging their past struggles with love.)

musicality: 8/10 (The use of the repeated ""Ooh-ooh"" phrase adds musicality and helps to create a catchy chorus.)

quality: 7/10 (The lyrics are well-written and effective in conveying the theme, but the chorus could benefit from more memorable and distinctive melodic elements.)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",8.0,7.0,9.0,9.0,8.0,7.0,8.0,8.0
