artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Pentatonix,That’s Christmas To Me,I've got this Christmas song in my heart I've got the candles glowing in the dark And then for years to,[Chorus],"come we'll always know one thing That's the love that Christmas can bring Oh, why? Cause that's Christmas to meEmbed","I've got this Christmas song in my heart I've got the candles glowing in the dark And then for years to come, no more lights, no more candles (Oh) That's what you are told
Christmas song is so easy and beautiful
That you must"," come, no more lights, no more candles (Oh) That's what you are told
Christmas song is so easy and beautiful
That you must",8.916468423079055e-232,59.796756744384766
Phil Collins,You’ll Be In My Heart,Come stop your crying It will be alright Just take my hand Hold it tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold,[Verse],you Keep you safe and warm This bond between us Can't be broken I will be here Don't you cry,Come stop your crying It will be alright Just take my hand Hold it tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold you Tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold, you Tight I will protect you From all around you I will be here Don't you cry For one so small You seem so strong My arms will hold,9.788429383461836e-232,102.98756408691406
Phil Collins,You’ll Be In My Heart,"Cause you'll be in my heart Yes, you'll be in my heart From this day on Now and forever more",[Chorus],You might also likeYou'll be in my heart No matter what they say You'll be here in my heart Always,"Cause you'll be in my heart Yes, you'll be in my heart From this day on Now and forever more.",.,0.0,38.35194778442383
Phil Collins,You’ll Be In My Heart,Why can't they understand the way we feel? They just,[Verse],"don't trust what they can't explain I know we're different, but deep inside us We're not that different at all","Why can't they understand the way we feel? They just have to know that they can't, and they won't, and they won't.
They've been born with this cruel heart and they've"," have to know that they can't, and they won't, and they won't.
They've been born with this cruel heart and they've",9.068941923401082e-232,18.951215744018555
Phil Collins,You’ll Be In My Heart,"Don't listen to them 'Cause what do they know? We need each other, to have, to hold They'll see in time, I know When destiny calls you, you must be strong I may",[Bridge],"not be with you But you've got to hold on They'll see in time, I know We'll show them together","Don't listen to them 'Cause what do they know? We need each other, to have, to hold They'll see in time, I know When destiny calls you, you must be strong I may even die of my wounds
But it ain't fair, that's what we've been saving up for (I hope), I won't take you"," even die of my wounds
But it ain't fair, that's what we've been saving up for (I hope), I won't take you",9.571576958105336e-232,30.615507125854492
Phil Collins,You’ll Be In My Heart,"Cause you'll be in my heart Believe me, you'll be in my heart I'll be there from this day on Now and forever more You'll be in my heart (You'll be here in my",[Chorus],heart) No matter what they say (I'll be with you) You'll be here in my heart (I'll be there) Always,"Cause you'll be in my heart Believe me, you'll be in my heart I'll be there from this day on Now and forever more You'll be in my heart (You'll be here in my heart) Right now I'll be with you (You'll be here in my heart) I'll be there from this day on Now and forever more", heart) Right now I'll be with you (You'll be here in my heart) I'll be there from this day on Now and forever more,9.635948957387508e-232,37.573055267333984
Phil Collins,You’ll Be In My Heart,Always I'll be with you I'll be there for you always Always and,[Outro],always Just look over your shoulder Just look over your shoulder Just look over your shoulder I'll be there Always,"Always I'll be with you I'll be there for you always Always and ever
Oohs and heaves and everything else
And just me in this tiny apartment, and you're in here and I'm just so"," ever
Oohs and heaves and everything else
And just me in this tiny apartment, and you're in here and I'm just so",9.418382295637229e-232,42.97896957397461
Rihanna,Work,"Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work,",[Chorus],"work When you ah guh Learn, learn, learn, learn, learn? Me nuh cyar if him Hurt, hurt, hurt, hurt, hurting","Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work,"," work, work, work, work, work, work, work, work, work, work, work, work, work, work, work,",0.0,1.9491322040557861
Rihanna,Work,"Dry! Me ah desert him Nuh time to have you lurking Him ah go act like he nuh like it You know I dealt with you the nicest Nuh body touch me, you nuh righteous Nuh badda, text me in a crisis I believed all of your dreams, adoration You took my heart and my keys and my patience You took my heart on my sleeve for decoration You mistaken my love I brought for you for foundation All that I wanted from you was to give me Something that I never had Something that you've never seen Something that you've",[Verse],never been Mmmmm But I wake up and act like nothing's wrong Just get ready fi You might also like,"Dry! Me ah desert him Nuh time to have you lurking Him ah go act like he nuh like it You know I dealt with you the nicest Nuh body touch me, you nuh righteous Nuh badda, text me in a crisis I believed all of your dreams, adoration You took my heart and my keys and my patience You took my heart on my sleeve for decoration You mistaken my love I brought for you for foundation All that I wanted from you was to give me Something that I never had Something that you've never seen Something that you've never been worth Anything that you never were, never been.

Mm-mm-mm

(Shiver)

It's"," never been worth Anything that you never were, never been.

Mm-mm-mm

(Shiver)

It's",8.485327127592046e-232,37.067012786865234
Rihanna,Work,"Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt! So me put in Work, work, work, work, work, work Ner, ner, ner, ner,",[Chorus],"ner, ner When yuh ago learn, learn, learn, learn, learn, learn? Before the tables turn, turn, turn, turn, turn, turn","Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt! So me put in Work, work, work, work, work, work Ner, ner, ner, ner, ner, ner Ner, ner, ner, ner, ner, ner, ner! So me nie Somethin' Lying Somethin"," ner, ner Ner, ner, ner, ner, ner, ner, ner! So me nie Somethin' Lying Somethin",6.110848977001762e-232,37.17652893066406
Rihanna,Work,"Beg you something, please Baby, don't you leave Don't leave me stuck here in the streets, uh-huh If I get another chance to I will never, no, never neglect you I mean, who am I to hold your past against you? I just hope that it gets to you I hope that you see this",[Verse],"through I hope that you see this true What can I say? Please recognize I'm tryin', babe I have to","Beg you something, please Baby, don't you leave Don't leave me stuck here in the streets, uh-huh If I get another chance to I will never, no, never neglect you I mean, who am I to hold your past against you? I just hope that it gets to you I hope that you see this as nothing less than an opportunity for you to leave Don't you just leave me stuck here in the streets, uh-huh If I get another"," as nothing less than an opportunity for you to leave Don't you just leave me stuck here in the streets, uh-huh If I get another",9.38137418394676e-232,62.66482162475586
Rihanna,Work,"Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work,",[Chorus],"work When you ah guh Learn, learn, learn, learn, learn? Me nuh cyar if him Hurt, hurt, hurt, hurt, hurting","Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work, work,"," work, work, work, work, work, work, work, work, work, work, work, work, work, work, work,",0.0,1.9491322040557861
Rihanna,Work,"Yeah, okay You need to get done, done, done, done at work, come over We just need to slow the motion Don't give that away to no one Long distance, I need you When I see potential, I just gotta see it through If you had a twin, I would still choose you I don't wanna rush into it if it's too soon But I know you need to get done, done, done, done If you come over Sorry if I'm way less friendly I got niggas tryna end me, oh (Yeah) I spilled all my emotions tonight, I'm sorry Rollin', rollin', rollin', rollin', rollin' How many more shots until you're rollin'? We just need a face-to-face You could pick",[Verse],the time and the place You spent some time away Now you need to forward and give me all the,"Yeah, okay You need to get done, done, done, done at work, come over We just need to slow the motion Don't give that away to no one Long distance, I need you When I see potential, I just gotta see it through If you had a twin, I would still choose you I don't wanna rush into it if it's too soon But I know you need to get done, done, done, done If you come over Sorry if I'm way less friendly I got niggas tryna end me, oh (Yeah) I spilled all my emotions tonight, I'm sorry Rollin', rollin', rollin', rollin', rollin' How many more shots until you're rollin'? We just need a face-to-face You could pick a fight for life Or some song
Pants with the bride on top
Makes my stomach feel good
Can't stop the spazzin"," a fight for life Or some song
Pants with the bride on top
Makes my stomach feel good
Can't stop the spazzin",8.844844403089351e-232,70.30194854736328
Rihanna,Work,"Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work,",[Chorus],"work When you ah guh Learn, learn, learn, learn, learn? Me nuh cyar if him Hurt, hurt, hurt, hurt, hurting","Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work, work He said me haffi
I am not the best man, but I don't wanna get laid"," work He said me haffi
I am not the best man, but I don't wanna get laid",1.0518351895246305e-231,77.69721984863281
Rita Ora,How To Be Lonely,He told me that he loved me more than most That he could be the onetotake me home (Butam,[Verse],I good enough to) Be theeverything that he could want? He told me that he loved me more than most,"He told me that he loved me more than most That he could be the onetotake me home (Butamax)
Wear bright green fur and get up every morning to write that words that could be all that I ever wanted (Guess you're","ax)
Wear bright green fur and get up every morning to write that words that could be all that I ever wanted (Guess you're",8.934834057806149e-232,63.742584228515625
Rita Ora,How To Be Lonely,"Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up)",[Pre-Chorus],"Like I ain't made a mess here often enough Not enough, not enough, not enough, not enough, no, no, no","Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up)
Are you mine?
Can I feel you so confident?
You're my first love, baby
Every time I say I'm not real","
Are you mine?
Can I feel you so confident?
You're my first love, baby
Every time I say I'm not real",1.0491956826752202e-231,22.375896453857422
Rita Ora,How To Be Lonely,Will no one ever show me how to be lonely? End up on my own almost every night I must be the only Feeling like losing you'll show me how to be lonely Ain't nobody can hold me like the way you hold me End up on,[Chorus],my own almost every night I must be the only Feeling like losing you'll show me how to be lonely,Will no one ever show me how to be lonely? End up on my own almost every night I must be the only Feeling like losing you'll show me how to be lonely Ain't nobody can hold me like the way you hold me End up on my own almost every night I must be the only Feeling like losing you'll show me how to be lonely I know you're scared of me, my own almost every night I must be the only Feeling like losing you'll show me how to be lonely I know you're scared of me,8.54457989334043e-232,110.9947738647461
Rita Ora,How To Be Lonely,"Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh Oh, oh, oh Feeling like",[Post-Chorus],losing you'll show me how to be lonely See Rita Ora LiveGet tickets as low as $213You might also like,"Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh Oh, oh, oh Feeling like I can't be...Oh, oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh"," I can't be...Oh, oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh",8.651185699279904e-232,4.675678730010986
Rita Ora,How To Be Lonely,(But am I good enough to) Tell you that I love you more than most? That you could be the one to take me home? (But am,[Verse],"I good enough to) To give you everything that you will hold? In truth, I'm being honest, I don't know",(But am I good enough to) Tell you that I love you more than most? That you could be the one to take me home? (But am I good enough to) Tell you that I love you more than most? That you could be the one to take me home? (But am I, I good enough to) Tell you that I love you more than most? That you could be the one to take me home? (But am I,1.0198868428935033e-231,37.236351013183594
Rita Ora,How To Be Lonely,"Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up)",[Pre-Chorus],"Like I ain't made a mess here often enough Not enough, not enough, not enough, not enough, no, no, no","Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up)


'Cause the world ain't got no way around that","


'Cause the world ain't got no way around that",1.0832677820940877e-231,12.662728309631348
Rita Ora,How To Be Lonely,Will no one ever show me how to be lonely? End up on,[Chorus],my own almost every night I must be the only Feeling like losing you'll show me how to be lonely,"Will no one ever show me how to be lonely? End up on a mission, put on a show, run the mile, get somewhere nice, and you will soon get away with it all.
And that's"," a mission, put on a show, run the mile, get somewhere nice, and you will soon get away with it all.
And that's",9.129607124004822e-232,27.46858787536621
Rita Ora,How To Be Lonely,"Oh, oh, oh,",[Post-Chorus],"oh, oh Oh, oh, oh, oh, oh Oh, oh, oh Feeling like losing you'll show me how to be lonely","Oh, oh, oh, oh-oh, oh, oh, oh-oh-oh,"" Doolittle said to Nellie on ""Lemonade""
She"," oh-oh, oh, oh, oh-oh-oh,"" Doolittle said to Nellie on ""Lemonade""
She",9.452322961974386e-232,14.55056381225586
Rita Ora,How To Be Lonely,"Will no one ever show me how to be lonely? End up on my own almost every night I must be the only Feeling like losing you'll show me how to be lonely Ain't nobody can hold me, I like the way you hold me End up on",[Chorus],my own almost every night I must be the only Feeling like losing you'll show me how to be lonely,"Will no one ever show me how to be lonely? End up on my own almost every night I must be the only Feeling like losing you'll show me how to be lonely Ain't nobody can hold me, I like the way you hold me End up on my own almost every night I must be the only Feeling like losing you'll show me how to be lonely (oh)
Oh, oh, oh"," my own almost every night I must be the only Feeling like losing you'll show me how to be lonely (oh)
Oh, oh, oh",7.90230359303235e-232,85.86992645263672
Rita Ora,How To Be Lonely,"Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh (Lonely) Oh, oh, oh Feeling like losing you'll show me how to be lonely Oh, oh, oh, oh, oh (Be lonely)",[Post-Chorus],"Oh, oh, oh, oh, oh (Be lonely) Oh, oh, oh Feeling like losing you'll show me how to be lonelyEmbed","Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh (Lonely) Oh, oh, oh Feeling like losing you'll show me how to be lonely Oh, oh, oh, oh, oh (Be lonely) Oh, oh, oh, oh, oh, oh (Don't be lonely) Oh, oh, oh, oh, oh (We will always"," Oh, oh, oh, oh, oh, oh (Don't be lonely) Oh, oh, oh, oh, oh (We will always",9.226721808861682e-232,6.197589874267578
Sabrina Carpenter,Thumbs,"Somewhere in the world There is a father and a mother And the father is a son, who has a mother The mother has",[Verse],a daughter Who gets married to the brother of a mother And they all just tryna multiply with one another,"Somewhere in the world There is a father and a mother And the father is a son, who has a mother The mother has a daughter and a daughter Who is the child, a son of the father, and a son of the mother?
So let's say that the"," a daughter and a daughter Who is the child, a son of the father, and a son of the mother?
So let's say that the",8.764792329201055e-232,15.471846580505371
Sabrina Carpenter,Thumbs,'Cause that's just the way of the world It never ends 'til,[Pre-Chorus],"the end, then you start again That's just the way of the world That's just the way of the world",'Cause that's just the way of the world It never ends 'til the end., the end.,3.0984417036474726e-232,256.3296813964844
Sabrina Carpenter,Thumbs,Somewhere in the world They think they're working for themselves They get up every day to go to work for someone else And somebody works for,[Verse],"them And so, they think they've got it made But they're all just working to get paid the very same",Somewhere in the world They think they're working for themselves They get up every day to go to work for someone else And somebody works for them, them,6.065720248837714e-233,249400.421875
Sabrina Carpenter,Thumbs,"And so, they keep on twiddlin' them thumbs Skiddly-dee-dat-dum (Dum, dum, dum, dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum) And so, they keep on",[Chorus],"twiddlin' them thumbs Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum) You might also like","And so, they keep on twiddlin' them thumbs Skiddly-dee-dat-dum (Dum, dum, dum, dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum) And so, they keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum,"," twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum,",9.181748633447778e-232,51.79030227661133
Sabrina Carpenter,Thumbs,Somewhere in the world You got a robber and a bank And the bank robbed the people So the people rob the bank And the police came,[Verse],"to get him, but they let him get away 'Cause they're all just working to get paid the very same",Somewhere in the world You got a robber and a bank And the bank robbed the people So the people rob the bank And the police came and took it And that's how I ended up running away From the police, and took it And that's how I ended up running away From the police,1.0709325521858795e-231,57.52130889892578
Sabrina Carpenter,Thumbs,'Cause that's just the way of the world It never ends 'til the,[Pre-Chorus],"end, and then you start again That's just the way of the world That's just the way of the world","'Cause that's just the way of the world It never ends 'til the next time
And when the lull comes to come
And when the storm comes crashing down
But the truth is, that's just the way of"," next time
And when the lull comes to come
And when the storm comes crashing down
But the truth is, that's just the way of",8.916468423079055e-232,23.735044479370117
Sabrina Carpenter,Thumbs,"And so, they keep on twiddlin' them thumbs Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum) And",[Chorus],"so, they keep on twiddlin' them thumbs Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum)","And so, they keep on twiddlin' them thumbs Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum) And they keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum,"," they keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Dum, dum,",8.90735602648238e-232,77.31182861328125
Sabrina Carpenter,Thumbs,Don't believe everything that you hear Let it go through your left and right,[Bridge],ear Don't just march to the beat of that drum Don't be one of them people just twiddlin' them thumbs,"Don't believe everything that you hear Let it go through your left and right Learn how to communicate with yourself as your body moves through waves.

""That's the biggest thing that I can tell you"" – Coach John"," Learn how to communicate with yourself as your body moves through waves.

""That's the biggest thing that I can tell you"" – Coach John",9.274547959326465e-232,21.382671356201172
Sabrina Carpenter,Thumbs,"'Cause that's just the way of the world (Way of the world) It never ends 'til the end, and",[Pre-Chorus],then you start again (Start again) That's just the way of the world That's just the way of the world,"'Cause that's just the way of the world (Way of the world) It never ends 'til the end, and then it always ends 'til the end, and then it always ends, and then it always ends 'til the end, and then it always ends"," then it always ends 'til the end, and then it always ends, and then it always ends 'til the end, and then it always ends",8.597056750154168e-232,6.059941291809082
Sabrina Carpenter,Thumbs,"And so, they keep on twiddlin' them thumbs (Keep on) Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Woo, woo, dum, dum, dum) And so, they keep",[Chorus],"on twiddlin' them thumbs (Keep on, keep on) Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs (Laa) Skiddly-dee-dat-dum-dum (Skiddly-dee-dat-dat-dat-de-dat-dum-dum)","And so, they keep on twiddlin' them thumbs (Keep on) Skiddly-dee-dat-dum (Skiddly-dee-dat-dum) They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum (Woo, woo, dum, dum, dum) And so, they keep on twiddlin' them thumbs (Keep on) Skiddly-dee-dat-dum-dum (Skiddly-", on twiddlin' them thumbs (Keep on) Skiddly-dee-dat-dum-dum (Skiddly-,8.319100378795605e-232,109.89415740966797
Sabrina Carpenter,Thumbs,"And so, they keep on twiddlin' them thumbs (Keep on, keep on) Skiddly-dee-dat-dum (Dum, dum, dum, dum) They keep",[Outro],"on, they keep on They gonna keep on twiddlin' them thumbs Skiddly-dee-dat-dum-dum 'Cause that's just the way of the world","And so, they keep on twiddlin' them thumbs (Keep on, keep on) Skiddly-dee-dat-dum (Dum, dum, dum, dum) They keep on twiggly-dee-dat-dum (Dum, dum, dum, dum) They keep on twigg"," on twiggly-dee-dat-dum (Dum, dum, dum, dum) They keep on twigg",9.669759824028608e-232,41.775020599365234
Sam Smith,How Do You Sleep?,I'm done hatin' myself for feelin' I'm done,[Verse],"cryin' myself awake I gotta leave and start the healin' But when you move like that, I just wanna stay",I'm done hatin' myself for feelin' I'm done for feelin' I'm done for feelin' I'm done for feelin' I'm done for feelin' I'm done for feel, for feelin' I'm done for feelin' I'm done for feelin' I'm done for feelin' I'm done for feel,8.772635551660324e-232,4.863659381866455
Sam Smith,How Do You Sleep?,"What have I become now? Lookin' through your phone now Oh now, love to you is just a",[Pre-Chorus],game Look what I have done now Dialling up the numbers on you I don't want my heart to break,"What have I become now? Lookin' through your phone now Oh now, love to you is just a dream to me and I am soooo wet, I hope you would like this, now you're good for me Oh, now, love to you"," dream to me and I am soooo wet, I hope you would like this, now you're good for me Oh, now, love to you",9.279498346976181e-232,42.68727111816406
Sam Smith,How Do You Sleep?,"Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby, how do you sleep when you",[Chorus],lie to me? All that fear and all that pressure I'm hopin' that my love will keep you up tonight,"Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight
You're mine and we"," lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight
You're mine and we",9.65701126654974e-232,82.06747436523438
Sam Smith,How Do You Sleep?,"(Tell me, how do you) Love will keep",[Post-Chorus],"you up tonight (Tell me, how do you) See Sam Smith LiveGet tickets as low as $36You might also like","(Tell me, how do you) Love will keep on dropping in

Of course, love is what she always likes

What she likes?

When I say love is what she likes"," on dropping in

Of course, love is what she always likes

What she likes?

When I say love is what she likes",9.171200943857666e-232,26.747713088989258
Sam Smith,How Do You Sleep?,"Oh, no, how did I manage to lose me? I am not this desperate, not",[Verse],"this crazy There's no way I'm stickin' 'round to find out I won't lose like that, I won't lose myself","Oh, no, how did I manage to lose me? I am not this desperate, not like that,"" she said to herself. ""I am like this empty star, falling into this addiction. I am so scared of losing myself, but"," like that,"" she said to herself. ""I am like this empty star, falling into this addiction. I am so scared of losing myself, but",9.127038659234398e-232,33.29338455200195
Sam Smith,How Do You Sleep?,"Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby, how do you sleep when you",[Chorus],lie to me? All that fear and all that pressure I'm hopin' that my love will keep you up tonight,"Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight", lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight,9.814087347664602e-232,117.91766357421875
Sam Smith,How Do You Sleep?,"(Tell me, how do you) Yeah,",[Post-Chorus],"yeah, yeah Love will keep you up tonight (Tell me, how do you) Oh, love will keep you up tonight","(Tell me, how do you) Yeah, yeah, yeah, yeah
And if you really wanna pull your hair out and make that dream come true, then I'll say, no
Don"," yeah, yeah, yeah
And if you really wanna pull your hair out and make that dream come true, then I'll say, no
Don",9.678305797746228e-232,17.948307037353516
Sam Smith,How Do You Sleep?,"Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby, how do you sleep when you lie to me? (Oh) All that fear",[Chorus],"and all that pressure (Oh) I'm hopin' that my love will keep you up tonight (Tell me, how do you)","Baby, how do you sleep when you lie to me? All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby, how do you sleep when you lie to me? (Oh) All that fear and all that danger I'm hopin' that my love will keep you up tonight (Oh) Oh, and now we're only in the last"," and all that danger I'm hopin' that my love will keep you up tonight (Oh) Oh, and now we're only in the last",9.171200943857666e-232,60.13554000854492
Selena Gomez,Lose You To Love Me,You promised the world and I fell for it I put you first and you adoredit Setfires to myforest And you let it burn Sang off-keyin my chorus 'Cause it wasn't yours I saw the signs and I ignored it Rose-colored glasses all distorted Set,[Verse],"fire to my purpose And I let it burn You got off on the hurtin' When it wasn't yours, yeah",You promised the world and I fell for it I put you first and you adoredit Setfires to myforest And you let it burn Sang off-keyin my chorus 'Cause it wasn't yours I saw the signs and I ignored it Rose-colored glasses all distorted Setfire to myomega',fire to myomega',8.436497969708995e-232,1223.7882080078125
Selena Gomez,Lose You To Love Me,We'd always go into it blindly I needed to,[Pre-Chorus],"lose you to find me This dancing was killing me softly I needed to hate you to love me, yeah","We'd always go into it blindly I needed to be prepared, if we were out doing the job we had we'd say, 'Oh, oh' 'Oh', 'Oh' 'Oh',"," be prepared, if we were out doing the job we had we'd say, 'Oh, oh' 'Oh', 'Oh' 'Oh',",8.485327127592046e-232,19.62537384033203
Selena Gomez,Lose You To Love Me,"To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, yeah To love, love,",[Chorus],"yeah To love, love, yeah To love, yeah I needed to lose you to love me You might also like","To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, yeah To love, love, yeah To love, yeah To love, yeah I needed to lose you to love me, yeah"," yeah To love, yeah To love, yeah I needed to lose you to love me, yeah",1.0555194322292989e-231,62.42950439453125
Selena Gomez,Lose You To Love Me,I gave my all and they all know it Then you tore me down and now it's showing In two,[Verse],"months, you replaced us Like it was easy Made me think I deserved it In the thick of healing, yeah","I gave my all and they all know it Then you tore me down and now it's showing In two places In one, too"," places In one, too",1.17078545071323e-231,5909.3427734375
Selena Gomez,Lose You To Love Me,We'd always go into it blindly I needed to,[Pre-Chorus],"lose you to find me This dancing was killing me softly I needed to hate you to love me, yeah","We'd always go into it blindly I needed to hear, 'What am I doing, don't I want you to listen?' or 'I want you to stay here and I want you to go"," hear, 'What am I doing, don't I want you to listen?' or 'I want you to stay here and I want you to go",1.019432043742309e-231,14.96584701538086
Selena Gomez,Lose You To Love Me,"To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me,",[Chorus],"yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me","To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, I needed to lose you to love me
You must've been surprised
I'm not a thing when I feel it
I'm not a thing"," I needed to lose you to love me
You must've been surprised
I'm not a thing when I feel it
I'm not a thing",9.834278082278139e-232,21.419509887695312
Selena Gomez,Lose You To Love Me,You promised the world and I fell for it I put you,[Bridge],first and you adored it Set fires to my forest And you let it burn Sang off-key in my chorus,You promised the world and I fell for it I put you on a pedestal and then you broke me I fought you and you said no thank you I said I would never let you down and you said yes, on a pedestal and then you broke me I fought you and you said no thank you I said I would never let you down and you said yes,9.418382295637229e-232,28.306379318237305
Selena Gomez,Lose You To Love Me,"To love, love, yeah To love, love, yeah To love, yeah I needed to hate you to love me, yeah To love, love, yeah To love, love, yeah To love,",[Chorus],"yeah I needed to lose you to love me To love, love, yeah To love, love, yeah To love, yeah","To love, love, yeah To love, love, yeah To love, yeah I needed to hate you to love me, yeah To love, love, yeah To love, love, yeah To love, love, yeah
This song is also part of my Lifetime albums.
Yes, I loved this song, yes
I loved this song, yes"," love, yeah
This song is also part of my Lifetime albums.
Yes, I loved this song, yes
I loved this song, yes",1.0049683504181483e-231,20.450605392456055
Selena Gomez,Lose You To Love Me,And now the chapter is closed and,[Outro],"done To love, love, yeah To love, love, yeah To love, yeah And now it's goodbye, it's goodbye for us","And now the chapter is closed and the book is closing with this scene from Lord of the Rings - it seems that when I was young, I would read fantasy novels, but I was"," the book is closing with this scene from Lord of the Rings - it seems that when I was young, I would read fantasy novels, but I was",9.309480961664223e-232,23.26377296447754
Shawn Mendes,Mercy,You've got a hold on me Don't even know your power I stand a hundred feet But I fall when,[Verse],I'm around ya Show me an open door And you go and slam it on me I can't take anymore,"You've got a hold on me Don't even know your power I stand a hundred feet But I fall when I'm scared and I'm coming all the way home, Even when you're comin' and you're drunk (Wish I could tell you"," I'm scared and I'm coming all the way home, Even when you're comin' and you're drunk (Wish I could tell you",9.788429383461836e-232,18.885204315185547
Shawn Mendes,Mercy,"I'm saying Baby, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing",[Chorus],"me apart Would you please have mercy, mercy on my heart? Would you please have mercy, mercy on my heart?","I'm saying Baby, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart, baby, I won't stop until I give you up for the love of my life (Oh, take it easy, baby)"," me apart, baby, I won't stop until I give you up for the love of my life (Oh, take it easy, baby)",9.738101601099279e-232,17.054508209228516
Shawn Mendes,Mercy,"I'd drive through the night Just to be near you, baby Heart open, testify Tell me that I'm not crazy I'm not asking",[Verse],for a lot Just that you're honest with me And my pride is all I got You might also like,"I'd drive through the night Just to be near you, baby Heart open, testify Tell me that I'm not crazy I'm not asking you for anything, baby, give me everything for you I'll always love you baby Heart open, testify Tell me that you're not crazy I'm"," you for anything, baby, give me everything for you I'll always love you baby Heart open, testify Tell me that you're not crazy I'm",9.327196514587878e-232,64.25340270996094
